,model,min_score,max_score,mean_score,std_score,C,algorithm,alpha,base_estimator,early_stopping,gamma,hidden_layer_sizes,kernel,learning_rate,max_depth,max_iter,metric,n_estimators,n_neighbors,solver,weights
71,MLPClassifier,0.506172839506,0.888888888889,0.616899636092,0.13206041714,,,0.1,,True,,"(15,)",,adaptive,,2000,,,,sgd,
125,MLPClassifier,0.452674897119,0.888888888889,0.616493214978,0.136940939979,,,0.01,,True,,"(10,)",,adaptive,,2000,,,,sgd,
23,MLPClassifier,0.427983539095,0.880658436214,0.611673978846,0.155314699991,,,1,,True,,"(5, 5)",,adaptive,,2000,,,,sgd,
148,MLPClassifier,0.432098765432,0.913223140496,0.60840560487,0.163061574878,,,0.01,,True,,"(5, 10)",,adaptive,,2000,,,,adam,
259,MLPClassifier,0.427983539095,0.925925925926,0.607023092882,0.181844749293,,,0.0001,,True,,"(5, 5)",,constant,,2000,,,,sgd,
325,MLPClassifier,0.392561983471,0.884773662551,0.606973778186,0.146855304228,,,1e-05,,True,,"(5, 10)",,constant,,2000,,,,sgd,
258,MLPClassifier,0.427983539095,0.855967078189,0.606200047614,0.146050896532,,,0.0001,,True,,"(5, 5)",,constant,,2000,,,,adam,
139,MLPClassifier,0.460905349794,0.901234567901,0.605494337313,0.13830154018,,,0.01,,True,,"(5, 5)",,constant,,2000,,,,sgd,
264,MLPClassifier,0.427983539095,0.921810699588,0.604911063497,0.181725084853,,,0.0001,,True,,"(5, 10)",,constant,,2000,,,,adam,
22,MLPClassifier,0.251028806584,0.917695473251,0.601207359793,0.208082083193,,,1,,True,,"(5, 5)",,adaptive,,2000,,,,adam,
1,MLPClassifier,0.423868312757,0.909465020576,0.600027208108,0.166131643682,,,1,,True,,"(10,)",,constant,,2000,,,,sgd,
88,MLPClassifier,0.423868312757,0.917355371901,0.599086827875,0.200128934392,,,0.1,,True,,"(5, 10)",,adaptive,,2000,,,,adam,
187,MLPClassifier,0.395061728395,0.917695473251,0.59590177873,0.142381171676,,,0.001,,True,,"(15,)",,constant,,2000,,,,sgd,
60,MLPClassifier,0.423868312757,0.921810699588,0.595459646975,0.159173318192,,,0.1,,True,,"(10,)",,constant,,2000,,,,adam,
323,MLPClassifier,0.423868312757,0.892561983471,0.594401931776,0.143823862574,,,1e-05,,True,,"(5, 5)",,adaptive,,2000,,,,sgd,
145,MLPClassifier,0.452674897119,0.864197530864,0.592619800701,0.139626897459,,,0.01,,True,,"(5, 10)",,constant,,2000,,,,sgd,
307,MLPClassifier,0.512396694215,0.769547325103,0.592619800701,0.0852159789081,,,1e-05,,True,,"(15,)",,constant,,2000,,,,sgd,
5,MLPClassifier,0.452674897119,0.843621399177,0.591801856953,0.118189615291,,,1,,True,,"(10,)",,adaptive,,2000,,,,sgd,
67,MLPClassifier,0.382716049383,0.897119341564,0.590152365405,0.149068474037,,,0.1,,True,,"(15,)",,constant,,2000,,,,sgd,
247,MLPClassifier,0.395061728395,0.901234567901,0.589859878244,0.152337996187,,,0.0001,,True,,"(15,)",,constant,,2000,,,,sgd,
279,MLPClassifier,0.251028806584,0.888888888889,0.589820766588,0.178986338814,,,0.0001,,False,,"(15,)",,invscaling,,2000,,,,sgd,
311,MLPClassifier,0.337448559671,0.897119341564,0.586402748019,0.15396232384,,,1e-05,,True,,"(15,)",,adaptive,,2000,,,,sgd,
85,MLPClassifier,0.0946502057613,0.905349794239,0.585362037887,0.239968402667,,,0.1,,True,,"(5, 10)",,constant,,2000,,,,sgd,
269,MLPClassifier,0.427983539095,0.901234567901,0.584479474884,0.130577709233,,,0.0001,,True,,"(5, 10)",,adaptive,,2000,,,,sgd,
61,MLPClassifier,0.407407407407,0.83950617284,0.584389348026,0.131573143296,,,0.1,,True,,"(10,)",,constant,,2000,,,,sgd,
199,MLPClassifier,0.395061728395,0.897119341564,0.583006836037,0.192820309185,,,0.001,,True,,"(5, 5)",,constant,,2000,,,,sgd,
204,MLPClassifier,0.423868312757,0.901234567901,0.581508689589,0.139362584947,,,0.001,,True,,"(5, 10)",,constant,,2000,,,,adam,
131,MLPClassifier,0.333333333333,0.851851851852,0.581171989253,0.131212535003,,,0.01,,True,,"(15,)",,adaptive,,2000,,,,sgd,
203,MLPClassifier,0.427983539095,0.888888888889,0.580683943815,0.134743735374,,,0.001,,True,,"(5, 5)",,adaptive,,2000,,,,sgd,
79,MLPClassifier,0.460905349794,0.897119341564,0.580262218141,0.113047570943,,,0.1,,True,,"(5, 5)",,constant,,2000,,,,sgd,
302,MLPClassifier,0.423868312757,0.897119341564,0.579406863245,0.153328324429,,,1e-05,,True,,"(10,)",,invscaling,,2000,,,,adam,
225,MLPClassifier,0.446280991736,0.77366255144,0.578571914431,0.0996115595989,,,0.001,,False,,"(20,)",,invscaling,,2000,,,,sgd,
29,MLPClassifier,0.395061728395,0.876543209877,0.57776077271,0.162949119868,,,1,,True,,"(5, 10)",,adaptive,,2000,,,,sgd,
